model,brand,product,product_parent,file_urls,type,ean,url,thumb,source
NVR-5600 RA BLANCO/NEGRO,Nevir,Aspiradores ,Hogar ,http://nevir.imagar.com/wp-content/uploads/2021/09/5600manual.pdf,Manual de Instrucciones,8427155904700,https://nevir.es/productos/pae/hogar/aspiradores/nvr-5600-ra-blanco-negro/,https://nevir.es/wp-content/uploads/2021/09/5600B-Narriba-600x600.png,nevir.es
NVR-5600 RA BLANCO/NEGRO,Nevir,Aspiradores ,Hogar ,http://nevir.imagar.com/wp-content/uploads/2021/09/5600RA_Presentacion.pdf,Ficha,8427155904700,https://nevir.es/productos/pae/hogar/aspiradores/nvr-5600-ra-blanco-negro/,https://nevir.es/wp-content/uploads/2021/09/5600B-Narriba-600x600.png,nevir.es
NVR-5320NSD,Nevir,11 Puerta ,Frigorificos ,http://nevir.imagar.com/wp-content/uploads/2021/08/5320manual.pdf,Manual de Instrucciones,8427155801238,https://nevir.es/productos/gama-blanca/frigorificos/1-puerta/nvr-5320nsd/,https://nevir.es/wp-content/uploads/2021/08/5320NSD_close-600x600.png,nevir.es
NVR-5320NSD,Nevir,11 Puerta ,Frigorificos ,http://nevir.imagar.com/wp-content/uploads/2021/08/5320NSD.pdf,Ficha,8427155801238,https://nevir.es/productos/gama-blanca/frigorificos/1-puerta/nvr-5320nsd/,https://nevir.es/wp-content/uploads/2021/08/5320NSD_close-600x600.png,nevir.es
NVR-5320NSD,Nevir,11 Puerta ,Frigorificos ,http://nevir.imagar.com/wp-content/uploads/2021/08/5320label.pdf,Etiqueta Energética,8427155801238,https://nevir.es/productos/gama-blanca/frigorificos/1-puerta/nvr-5320nsd/,https://nevir.es/wp-content/uploads/2021/08/5320NSD_close-600x600.png,nevir.es
NVR-200 NEGRO,Nevir,Radio Retro ,Sonido ,http://nevir.imagar.com/wp-content/uploads/2021/08/200manual.pdf,Manual de Instrucciones, 8427155000549,https://nevir.es/productos/sonido/radio-retro/nvr-200-negro/,https://nevir.es/wp-content/uploads/2021/08/200negro-600x600.png,nevir.es
NVR-5400CTNFT,Nevir,Combis ,Frigorificos ,http://nevir.imagar.com/wp-content/uploads/2021/08/5400manual.pdf,Manual de Instrucciones,8427155801368,https://nevir.es/productos/gama-blanca/frigorificos/combis/nvr-5400ctnft/,https://nevir.es/wp-content/uploads/2021/08/5400CTNFT_close-600x600.png,nevir.es
NVR-5400CTNFT,Nevir,Combis ,Frigorificos ,http://nevir.imagar.com/wp-content/uploads/2021/08/5400-1.pdf,Ficha,8427155801368,https://nevir.es/productos/gama-blanca/frigorificos/combis/nvr-5400ctnft/,https://nevir.es/wp-content/uploads/2021/08/5400CTNFT_close-600x600.png,nevir.es
NVR-140,Nevir,Radio Cassette ,Sonido ,http://nevir.imagar.com/wp-content/uploads/2021/08/140manual.pdf,Manual de Instrucciones, 8427155000488,https://nevir.es/productos/sonido/radio-cassette/nvr-140/,https://nevir.es/wp-content/uploads/2021/08/140-600x600.png,nevir.es
NVR-140,Nevir,Radio Cassette ,Sonido ,http://nevir.imagar.com/wp-content/uploads/2021/08/140.pdf,Ficha, 8427155000488,https://nevir.es/productos/sonido/radio-cassette/nvr-140/,https://nevir.es/wp-content/uploads/2021/08/140-600x600.png,nevir.es
NVR-5330DD,Nevir,22 Puertas ,Frigorificos ,http://nevir.imagar.com/wp-content/uploads/2021/08/5330manual.pdf,Manual de Instrucciones,8427155801269,https://nevir.es/productos/gama-blanca/frigorificos/2-puertas/nvr-5330dd/,https://nevir.es/wp-content/uploads/2021/08/5330DD_Close-600x600.png,nevir.es
NVR-5330DD,Nevir,22 Puertas ,Frigorificos ,http://nevir.imagar.com/wp-content/uploads/2021/08/5330DD.pdf,Ficha,8427155801269,https://nevir.es/productos/gama-blanca/frigorificos/2-puertas/nvr-5330dd/,https://nevir.es/wp-content/uploads/2021/08/5330DD_Close-600x600.png,nevir.es
NVR-5330DD,Nevir,22 Puertas ,Frigorificos ,http://nevir.imagar.com/wp-content/uploads/2021/08/5330label.pdf,Etiqueta Energética,8427155801269,https://nevir.es/productos/gama-blanca/frigorificos/2-puertas/nvr-5330dd/,https://nevir.es/wp-content/uploads/2021/08/5330DD_Close-600x600.png,nevir.es
NVR-5403CTNFTPD,Nevir,Combis ,Frigorificos ,http://nevir.imagar.com/wp-content/uploads/2021/08/5405manual.pdf,Manual de Instrucciones,8427155801399,https://nevir.es/productos/gama-blanca/frigorificos/combis/nvr-5403ctnftpd/,https://nevir.es/wp-content/uploads/2021/08/5403CTNFTPD_close-600x600.png,nevir.es
NVR-5403CTNFTPD,Nevir,Combis ,Frigorificos ,http://nevir.imagar.com/wp-content/uploads/2021/08/5403-label.pdf,Ficha,8427155801399,https://nevir.es/productos/gama-blanca/frigorificos/combis/nvr-5403ctnftpd/,https://nevir.es/wp-content/uploads/2021/08/5403CTNFTPD_close-600x600.png,nevir.es
NVR-5403CTNFTPD,Nevir,Combis ,Frigorificos ,http://nevir.imagar.com/wp-content/uploads/2021/08/5403-label.pdf,Etiqueta Energética,8427155801399,https://nevir.es/productos/gama-blanca/frigorificos/combis/nvr-5403ctnftpd/,https://nevir.es/wp-content/uploads/2021/08/5403CTNFTPD_close-600x600.png,nevir.es
NVR-5600 RA BLANCO,Nevir,Aspiradores ,Hogar ,http://nevir.imagar.com/wp-content/uploads/2021/09/5600manual.pdf,Manual de Instrucciones,8427155904762,https://nevir.es/productos/pae/hogar/aspiradores/nvr-5600-ra-blanco/,https://nevir.es/wp-content/uploads/2021/09/5600Barriba-600x600.png,nevir.es
NVR-5600 RA BLANCO,Nevir,Aspiradores ,Hogar ,http://nevir.imagar.com/wp-content/uploads/2021/09/5600RA_Presentacion.pdf,Ficha,8427155904762,https://nevir.es/productos/pae/hogar/aspiradores/nvr-5600-ra-blanco/,https://nevir.es/wp-content/uploads/2021/09/5600Barriba-600x600.png,nevir.es
NVR-136 PLATA,Nevir,Radio De Bolsillos ,Sonido ,http://nevir.imagar.com/wp-content/uploads/2021/08/136manual.pdf,Manual de Instrucciones, 8427155000525,https://nevir.es/productos/sonido/radio-de-bolsillos/nvr-136-plata/,https://nevir.es/wp-content/uploads/2021/08/136plata-600x600.png,nevir.es
NVR-5405CTNFTID,Nevir,Combis ,Frigorificos ,http://nevir.imagar.com/wp-content/uploads/2021/08/5405manual.pdf,Manual de Instrucciones,842715581412,https://nevir.es/productos/gama-blanca/frigorificos/combis/nvr-5405ctnftid/,https://nevir.es/wp-content/uploads/2021/08/5405CTNFTID_close-600x600.png,nevir.es
NVR-5405CTNFTID,Nevir,Combis ,Frigorificos ,http://nevir.imagar.com/wp-content/uploads/2021/08/5405CTNFTID.pdf,Ficha,842715581412,https://nevir.es/productos/gama-blanca/frigorificos/combis/nvr-5405ctnftid/,https://nevir.es/wp-content/uploads/2021/08/5405CTNFTID_close-600x600.png,nevir.es
NVR-5600 RA NEGRO,Nevir,Aspiradores ,Hogar ,http://nevir.imagar.com/wp-content/uploads/2021/09/5600manual.pdf,Manual de Instrucciones,8427155904694,https://nevir.es/productos/pae/hogar/aspiradores/nvr-5600-ra-negro/,https://nevir.es/wp-content/uploads/2021/09/5600Narriba-600x600.png,nevir.es
NVR-5600 RA NEGRO,Nevir,Aspiradores ,Hogar ,http://nevir.imagar.com/wp-content/uploads/2021/09/5600RA_Presentacion.pdf,Ficha,8427155904694,https://nevir.es/productos/pae/hogar/aspiradores/nvr-5600-ra-negro/,https://nevir.es/wp-content/uploads/2021/09/5600Narriba-600x600.png,nevir.es
NVR-200 MARRÓN,Nevir,Radio Retro ,Sonido ,http://nevir.imagar.com/wp-content/uploads/2021/08/200manual.pdf,Manual de Instrucciones, 8427155000556,https://nevir.es/productos/sonido/radio-retro/nvr-200-marron/,https://nevir.es/wp-content/uploads/2021/08/200marron-600x600.png,nevir.es
NVR-3584P,Nevir,Planchas ,Hogar ,http://nevir.imagar.com/wp-content/uploads/2021/08/3584manual.pdf,Manual de Instrucciones,8427155903925,https://nevir.es/productos/pae/hogar/planchas/nvr-3584p/,https://nevir.es/wp-content/uploads/2021/08/3584P-600x600.png,nevir.es
NVR-3540PV,Nevir,Planchas ,Hogar ,http://nevir.imagar.com/wp-content/uploads/2021/08/3540manual.pdf,Manual de Instrucciones,8427155901402,https://nevir.es/productos/pae/hogar/planchas/nvr-3540pv/,https://nevir.es/wp-content/uploads/2021/08/3540P-600x600.png,nevir.es
NVR-3586PA,Nevir,Planchas ,Hogar ,http://nevir.imagar.com/wp-content/uploads/2021/08/3586manual.pdf,Manual de Instrucciones,8427155903949,https://nevir.es/productos/pae/hogar/planchas/nvr-3586pa/,https://nevir.es/wp-content/uploads/2021/08/3586-PA-600x600.png,nevir.es
NVR-3586PA,Nevir,Planchas ,Hogar ,http://nevir.imagar.com/wp-content/uploads/2021/08/3586.pdf,Ficha,8427155903949,https://nevir.es/productos/pae/hogar/planchas/nvr-3586pa/,https://nevir.es/wp-content/uploads/2021/08/3586-PA-600x600.png,nevir.es
NVR-3585P,Nevir,Planchas ,Hogar ,http://nevir.imagar.com/wp-content/uploads/2021/08/3585manual.pdf,Manual de Instrucciones,8427155903932,https://nevir.es/productos/pae/hogar/planchas/nvr-3585p/,https://nevir.es/wp-content/uploads/2021/08/3585P-600x600.png,nevir.es
NVR-3585P,Nevir,Planchas ,Hogar ,http://nevir.imagar.com/wp-content/uploads/2021/08/3585.pdf,Ficha,8427155903932,https://nevir.es/productos/pae/hogar/planchas/nvr-3585p/,https://nevir.es/wp-content/uploads/2021/08/3585P-600x600.png,nevir.es
NVR-2202 S-ION GRIS,Nevir,Secador De Pelo ,Cuidado Personal ,http://nevir.imagar.com/wp-content/uploads/2021/09/2202manual.pdf,Manual de Instrucciones,8427155904519,https://nevir.es/productos/pae/cuidado-personal/secador-de-pelo/nvr-2202-s-ion-gris/,https://nevir.es/wp-content/uploads/2021/09/2202gris-600x600.png,nevir.es
NVR-2202 S-ION GRIS,Nevir,Secador De Pelo ,Cuidado Personal ,http://nevir.imagar.com/wp-content/uploads/2021/09/2202.pdf,Ficha,8427155904519,https://nevir.es/productos/pae/cuidado-personal/secador-de-pelo/nvr-2202-s-ion-gris/,https://nevir.es/wp-content/uploads/2021/09/2202gris-600x600.png,nevir.es
NVR-2204 S-ION PRO BRILLO,Nevir,Secador De Pelo ,Cuidado Personal ,http://nevir.imagar.com/wp-content/uploads/2021/09/2204Smanual.pdf,Manual de Instrucciones,8427155904670,https://nevir.es/productos/pae/cuidado-personal/secador-de-pelo/nvr-2204-s-ion-pro-brillo/,https://nevir.es/wp-content/uploads/2021/09/2204brillo-600x600.png,nevir.es
NVR-2204 S-ION PRO BRILLO,Nevir,Secador De Pelo ,Cuidado Personal ,http://nevir.imagar.com/wp-content/uploads/2021/09/2204S.pdf,Ficha,8427155904670,https://nevir.es/productos/pae/cuidado-personal/secador-de-pelo/nvr-2204-s-ion-pro-brillo/,https://nevir.es/wp-content/uploads/2021/09/2204brillo-600x600.png,nevir.es
NVR-2202 S-ION AZUL,Nevir,Secador De Pelo ,Cuidado Personal ,http://nevir.imagar.com/wp-content/uploads/2021/09/2202manual.pdf,Manual de Instrucciones,8427155904502,https://nevir.es/productos/pae/cuidado-personal/secador-de-pelo/nvr-2202-s-ion-azul/,https://nevir.es/wp-content/uploads/2021/09/2202azul-600x600.png,nevir.es
NVR-2202 S-ION AZUL,Nevir,Secador De Pelo ,Cuidado Personal ,http://nevir.imagar.com/wp-content/uploads/2021/09/2202.pdf,Ficha,8427155904502,https://nevir.es/productos/pae/cuidado-personal/secador-de-pelo/nvr-2202-s-ion-azul/,https://nevir.es/wp-content/uploads/2021/09/2202azul-600x600.png,nevir.es
NVR-6224M,Nevir,Microondas ,Pae ,http://nevir.imagar.com/wp-content/uploads/2021/08/6224manual.pdf,Manual de Instrucciones,8427155904144,https://nevir.es/productos/pae/microondas/nvr-6224m/,https://nevir.es/wp-content/uploads/2021/08/6224M-600x600.png,nevir.es
NVR-6224M,Nevir,Microondas ,Pae ,http://nevir.imagar.com/wp-content/uploads/2021/08/6224.pdf,Ficha,8427155904144,https://nevir.es/productos/pae/microondas/nvr-6224m/,https://nevir.es/wp-content/uploads/2021/08/6224M-600x600.png,nevir.es
NVR-6233MGS,Nevir,Microondas ,Pae ,http://nevir.imagar.com/wp-content/uploads/2021/08/6235manual.pdf,Manual de Instrucciones,8427155904427,https://nevir.es/productos/pae/microondas/nvr-6233mgs/,https://nevir.es/wp-content/uploads/2021/08/6233MGS-600x600.png,nevir.es
NVR-6233MGS,Nevir,Microondas ,Pae ,http://nevir.imagar.com/wp-content/uploads/2021/08/6235-4-3-2.pdf,Ficha,8427155904427,https://nevir.es/productos/pae/microondas/nvr-6233mgs/,https://nevir.es/wp-content/uploads/2021/08/6233MGS-600x600.png,nevir.es
NVR-6141MG,Nevir,Microondas ,Pae ,http://nevir.imagar.com/wp-content/uploads/2021/08/6141manual.pdf,Manual de Instrucciones,8427155904489,https://nevir.es/productos/pae/microondas/nvr-6141mg/,https://nevir.es/wp-content/uploads/2021/08/6141MG-600x600.png,nevir.es
NVR-6141MG,Nevir,Microondas ,Pae ,http://nevir.imagar.com/wp-content/uploads/2021/08/6141-6140.pdf,Ficha,8427155904489,https://nevir.es/productos/pae/microondas/nvr-6141mg/,https://nevir.es/wp-content/uploads/2021/08/6141MG-600x600.png,nevir.es
NVR-2204 S-ION PRO,Nevir,Secador De Pelo ,Cuidado Personal ,http://nevir.imagar.com/wp-content/uploads/2021/09/2204Smanual.pdf,Manual de Instrucciones,8427155904663,https://nevir.es/productos/pae/cuidado-personal/secador-de-pelo/nvr-2204-s-ion-pro/,https://nevir.es/wp-content/uploads/2021/09/2204mate-600x600.png,nevir.es
NVR-2204 S-ION PRO,Nevir,Secador De Pelo ,Cuidado Personal ,http://nevir.imagar.com/wp-content/uploads/2021/09/2204S.pdf,Ficha,8427155904663,https://nevir.es/productos/pae/cuidado-personal/secador-de-pelo/nvr-2204-s-ion-pro/,https://nevir.es/wp-content/uploads/2021/09/2204mate-600x600.png,nevir.es
NVR-6235MGS,Nevir,Microondas ,Pae ,http://nevir.imagar.com/wp-content/uploads/2021/08/6235manual.pdf,Manual de Instrucciones,8427155904441,https://nevir.es/productos/pae/microondas/nvr-6235mgs/,https://nevir.es/wp-content/uploads/2021/08/6235MGS-600x600.png,nevir.es
NVR-6235MGS,Nevir,Microondas ,Pae ,http://nevir.imagar.com/wp-content/uploads/2021/08/6235-4-3-2.pdf,Ficha,8427155904441,https://nevir.es/productos/pae/microondas/nvr-6235mgs/,https://nevir.es/wp-content/uploads/2021/08/6235MGS-600x600.png,nevir.es
NVR-6230MDG23,Nevir,Microondas ,Pae ,http://nevir.imagar.com/wp-content/uploads/2021/08/6230-23manual.pdf,Manual de Instrucciones,8427155904885,https://nevir.es/productos/pae/microondas/nvr-6230mdg23/,https://nevir.es/wp-content/uploads/2021/08/6230-23frontal-600x600.png,nevir.es
NVR-6230MDG23,Nevir,Microondas ,Pae ,http://nevir.imagar.com/wp-content/uploads/2021/08/6230-23.pdf,Ficha,8427155904885,https://nevir.es/productos/pae/microondas/nvr-6230mdg23/,https://nevir.es/wp-content/uploads/2021/08/6230-23frontal-600x600.png,nevir.es
NVR-1110K,Nevir,Hervidores ,Cocina ,http://nevir.imagar.com/wp-content/uploads/2021/08/1110manual.pdf,Manual de Instrucciones,8427155904373,https://nevir.es/productos/pae/cocina/hervidores/nvr-1110k/,https://nevir.es/wp-content/uploads/2021/08/1110blanco-600x600.png,nevir.es
NVR-1110K,Nevir,Hervidores ,Cocina ,http://nevir.imagar.com/wp-content/uploads/2021/08/1110.pdf,Ficha,8427155904373,https://nevir.es/productos/pae/cocina/hervidores/nvr-1110k/,https://nevir.es/wp-content/uploads/2021/08/1110blanco-600x600.png,nevir.es
NVR-6232MS,Nevir,Microondas ,Pae ,http://nevir.imagar.com/wp-content/uploads/2021/08/6234manual.pdf,Manual de Instrucciones,8427155904410,https://nevir.es/productos/pae/microondas/nvr-6232ms/,https://nevir.es/wp-content/uploads/2021/08/6232MS-600x600.png,nevir.es
NVR-6232MS,Nevir,Microondas ,Pae ,http://nevir.imagar.com/wp-content/uploads/2021/08/6235-4-3-2.pdf,Ficha,8427155904410,https://nevir.es/productos/pae/microondas/nvr-6232ms/,https://nevir.es/wp-content/uploads/2021/08/6232MS-600x600.png,nevir.es
NVR-1110K AZUL,Nevir,Hervidores ,Cocina ,http://nevir.imagar.com/wp-content/uploads/2021/08/1110manual.pdf,Manual de Instrucciones,8427155904397,https://nevir.es/productos/pae/cocina/hervidores/nvr-1110k-azul/,https://nevir.es/wp-content/uploads/2021/08/1110azul-600x600.png,nevir.es
NVR-1110K AZUL,Nevir,Hervidores ,Cocina ,http://nevir.imagar.com/wp-content/uploads/2021/08/1110.pdf,Ficha,8427155904397,https://nevir.es/productos/pae/cocina/hervidores/nvr-1110k-azul/,https://nevir.es/wp-content/uploads/2021/08/1110azul-600x600.png,nevir.es
NVR-6137MEDGS,Nevir,Encrastables ,Microondas ,http://nevir.imagar.com/wp-content/uploads/2021/08/6137manual.pdf,Manual de Instrucciones,8427155904366,https://nevir.es/productos/pae/microondas/encrastables/nvr-6137medgs/,https://nevir.es/wp-content/uploads/2021/08/6137frontal-600x600.png,nevir.es
NVR-6137MEDGS,Nevir,Encrastables ,Microondas ,http://nevir.imagar.com/wp-content/uploads/2021/08/6137.pdf,Ficha,8427155904366,https://nevir.es/productos/pae/microondas/encrastables/nvr-6137medgs/,https://nevir.es/wp-content/uploads/2021/08/6137frontal-600x600.png,nevir.es
NVR-6340MDGS,Nevir,Microondas ,Pae ,http://nevir.imagar.com/wp-content/uploads/2021/08/6340manual.pdf,Manual de Instrucciones,8427155904779,https://nevir.es/productos/pae/microondas/nvr-6340mdgs/,https://nevir.es/wp-content/uploads/2021/08/6340MDGS-600x600.png,nevir.es
NVR-6340MDGS,Nevir,Microondas ,Pae ,http://nevir.imagar.com/wp-content/uploads/2021/08/6340.pdf,Ficha,8427155904779,https://nevir.es/productos/pae/microondas/nvr-6340mdgs/,https://nevir.es/wp-content/uploads/2021/08/6340MDGS-600x600.png,nevir.es
NVR-6234MS,Nevir,Microondas ,Pae ,http://nevir.imagar.com/wp-content/uploads/2021/08/6234manual.pdf,Manual de Instrucciones,8427155904434,https://nevir.es/productos/pae/microondas/nvr-6234ms/,https://nevir.es/wp-content/uploads/2021/08/6234MS-600x600.png,nevir.es
NVR-6234MS,Nevir,Microondas ,Pae ,http://nevir.imagar.com/wp-content/uploads/2021/08/6235-4-3-2.pdf,Ficha,8427155904434,https://nevir.es/productos/pae/microondas/nvr-6234ms/,https://nevir.es/wp-content/uploads/2021/08/6234MS-600x600.png,nevir.es
NVR-9538CR,Nevir,Calefaccion ,Climatizacion ,https://nevir.imagar.com/wp-content/uploads/simple-file-list/Manuales/9538manual.pdf,Manual de Instrucciones,8427155810384,https://nevir.es/productos/climatizacion/calefaccion/nvr-9538cr/,https://nevir.es/wp-content/uploads/2021/09/9538CR-600x600.png,nevir.es
NVR-9538CR,Nevir,Calefaccion ,Climatizacion ,http://nevir.imagar.com/wp-content/uploads/2021/09/9538CR.pdf,Ficha,8427155810384,https://nevir.es/productos/climatizacion/calefaccion/nvr-9538cr/,https://nevir.es/wp-content/uploads/2021/09/9538CR-600x600.png,nevir.es
NVR-1113KI,Nevir,Hervidores ,Cocina ,http://nevir.imagar.com/wp-content/uploads/2021/08/1113manual.pdf,Manual de Instrucciones,8427155905073,https://nevir.es/productos/pae/cocina/hervidores/nvr-1113ki/,https://nevir.es/wp-content/uploads/2021/08/1113KI-600x600.png,nevir.es
NVR-1113KI,Nevir,Hervidores ,Cocina ,http://nevir.imagar.com/wp-content/uploads/2021/08/1113KI.pdf,Ficha,8427155905073,https://nevir.es/productos/pae/cocina/hervidores/nvr-1113ki/,https://nevir.es/wp-content/uploads/2021/08/1113KI-600x600.png,nevir.es
NVR-4710-IN 10K 1400B-SC,Nevir,Lavadoras ,Gama Blanca ,http://nevir.imagar.com/wp-content/uploads/2021/08/4710-10K-1400manual.pdf,Manual de Instrucciones,8427155801184,https://nevir.es/productos/gama-blanca/lavadoras/nvr-4710-in-10k-1400b-sc/,https://nevir.es/wp-content/uploads/2021/08/4710-10K-1400frontal-600x600.png,nevir.es
NVR-4710-IN 10K 1400B-SC,Nevir,Lavadoras ,Gama Blanca ,http://nevir.imagar.com/wp-content/uploads/2021/08/4710-10K.pdf,Ficha,8427155801184,https://nevir.es/productos/gama-blanca/lavadoras/nvr-4710-in-10k-1400b-sc/,https://nevir.es/wp-content/uploads/2021/08/4710-10K-1400frontal-600x600.png,nevir.es
NVR-4710-IN 10K 1400B-SC,Nevir,Lavadoras ,Gama Blanca ,http://nevir.imagar.com/wp-content/uploads/2021/08/4710-10K-1400label.pdf,Etiqueta Energética,8427155801184,https://nevir.es/productos/gama-blanca/lavadoras/nvr-4710-in-10k-1400b-sc/,https://nevir.es/wp-content/uploads/2021/08/4710-10K-1400frontal-600x600.png,nevir.es
NVR-9546CVTT,Nevir,Calefaccion ,Climatizacion ,https://nevir.imagar.com/wp-content/uploads/simple-file-list/Manuales/9546manual.pdf,Manual de Instrucciones,8427155810421,https://nevir.es/productos/climatizacion/calefaccion/nvr-9546cvtt/,https://nevir.es/wp-content/uploads/2021/09/9546CVTT-600x600.png,nevir.es
NVR-9546CVTT,Nevir,Calefaccion ,Climatizacion ,https://nevir.imagar.com/wp-content/uploads/2021/09/9546-CVTT.pdf,Ficha,8427155810421,https://nevir.es/productos/climatizacion/calefaccion/nvr-9546cvtt/,https://nevir.es/wp-content/uploads/2021/09/9546CVTT-600x600.png,nevir.es
